mls,campus_number,school_district,school,rating
8430284,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8431961,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
8431961,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
8438080,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
8438080,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
8478987,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
8478987,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
8537651,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
8537651,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
8544850,101912155,HOUSTON ISD,FRANKLIN ELEMENTARY,D
8544850,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
8598669,101912259,HOUSTON ISD,WILSON MONTESSORI,C
8598669,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8656715,101912258,HOUSTON ISD,WHITTIER ELEMENTARY,B
8656715,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
8735419,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
8735419,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8770519,101912259,HOUSTON ISD,WILSON MONTESSORI,C
8770519,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8795085,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
8795085,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
8797838,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
8797838,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8818327,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
8818327,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
8857645,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
8857645,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
8861977,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
8861977,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8906034,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
8906034,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
8912327,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
8912327,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
8920646,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
8920646,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
8936100,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
8936100,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
8955785,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
8955785,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
8986003,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
8986003,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
8997693,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
8997693,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9071159,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
9071159,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
9075607,101912112,HOUSTON ISD,BONNER ELEMENTARY,B
9075607,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
9321949,101912389,HOUSTON ISD,KETELSEN ELEMENTARY,A
9321949,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
9413639,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
9413639,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9428972,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
9428972,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
9445250,101912221,HOUSTON ISD,POE ELEMENTARY,B
9445250,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9503452,101912222,HOUSTON ISD,PORT HOUSTON ELEMENTARY,C
9503452,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
9503476,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
9503476,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
9522366,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
9522366,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
9563441,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
9563441,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9567852,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
9567852,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
9627315,101912389,HOUSTON ISD,KETELSEN ELEMENTARY,A
9627315,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
9711504,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
9711504,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
9762408,101912259,HOUSTON ISD,WILSON MONTESSORI,C
9762408,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9791409,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
9791409,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9822496,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
9822496,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
9831345,101912172,HOUSTON ISD,HENDERSON N ELEMENTARY,B
9831345,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
9871043,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
9871043,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
9871530,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
9871530,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
9898286,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
9898286,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
9964097,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
9964097,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
9988326,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
9988326,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10013743,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
10013743,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
10018333,101912369,HOUSTON ISD,GROSS ELEMENTARY,D
10018333,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
10021636,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
10021636,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10022044,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
10022044,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
10058395,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
10058395,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
10091364,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
10091364,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10119881,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
10119881,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10122395,101912374,HOUSTON ISD,TINSLEY ELEMENTARY,B
10122395,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
10122439,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
10122439,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10131007,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
10131007,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10131915,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
10131915,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
10145834,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
10145834,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
10148749,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
10148749,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10163892,101912220,HOUSTON ISD,PLEASANTVILLE ELEMENTARY,B
10163892,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
10176211,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
10176211,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10179756,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
10179756,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
10203907,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
10203907,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10204953,101912155,HOUSTON ISD,FRANKLIN ELEMENTARY,D
10204953,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10209212,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
10209212,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10231427,101912221,HOUSTON ISD,POE ELEMENTARY,B
10231427,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10236460,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
10236460,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
10296454,101912178,HOUSTON ISD,HORN ELEMENTARY,A
10296454,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
10303061,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
10303061,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10307658,101912221,HOUSTON ISD,POE ELEMENTARY,B
10307658,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10325144,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
10325144,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10363094,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
10363094,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
10366439,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
10366439,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10368990,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
10368990,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10392394,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
10392394,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10402150,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
10402150,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10439739,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
10439739,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
10458434,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
10458434,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
10478461,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
10478461,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10514475,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
10514475,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
10518583,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
10518583,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
10519978,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
10519978,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10536297,101912240,HOUSTON ISD,SHERMAN ELEMENTARY,C
10536297,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
10542236,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
10542236,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
10547038,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
10547038,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10555804,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
10555804,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10564878,101912154,HOUSTON ISD,FOSTER ELEMENTARY,A
10564878,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10572967,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
10572967,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
10582796,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
10582796,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10608251,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
10608251,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10627820,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
10627820,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
10691141,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
10691141,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
10750365,101912298,HOUSTON ISD,MARTINEZ R ELEMENTARY,C
10750365,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
10767554,101912158,HOUSTON ISD,GARDEN VILLAS ELEMENTARY,B
10767554,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
10772603,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
10772603,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
10779848,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
10779848,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
10784624,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
10784624,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10811451,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
10811451,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
10821833,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
10821833,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
10837770,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
10837770,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10841505,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
10841505,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10846313,101912287,HOUSTON ISD,CAGE ELEMENTARY,B
10846313,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
10848594,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
10848594,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
10856966,101924111,SHELDON ISD,GARRETT ELEMENTARY,F
10856966,101924001,SHELDON ISD,C E KING HIGH SCHOOL,B
10864519,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
10864519,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10876801,101912248,HOUSTON ISD,SUTTON ELEMENTARY,B
10876801,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
10883915,101912221,HOUSTON ISD,POE ELEMENTARY,B
10883915,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
10903051,101912180,HOUSTON ISD,ISAACS ELEMENTARY,F
10903051,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
10951418,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
10951418,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10977747,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
10977747,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
10983275,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
10983275,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
10991200,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
10991200,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
10992816,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
10992816,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
11013067,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
11013067,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
11098881,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
11098881,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
11134596,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
11134596,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
11146956,101912221,HOUSTON ISD,POE ELEMENTARY,B
11146956,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
11239542,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
11239542,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11263805,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
11263805,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
11263946,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
11263946,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
11301473,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
11301473,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
11311267,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
11311267,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11339827,101912156,HOUSTON ISD,FROST ELEMENTARY,B
11339827,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
11350094,101912213,HOUSTON ISD,OSBORNE ELEMENTARY,F
11350094,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
11353221,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
11353221,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
11356792,101912229,HOUSTON ISD,ROBERTS ELEMENTARY,A
11356792,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
11384759,101912155,HOUSTON ISD,FRANKLIN ELEMENTARY,D
11384759,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
11406250,101912285,HOUSTON ISD,VALLEY WEST ELEMENTARY,C
11406250,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
11409101,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
11409101,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11447382,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
11447382,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
11462213,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
11462213,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
11506719,101912111,HOUSTON ISD,BONHAM ELEMENTARY,C
11506719,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
11536996,101912259,HOUSTON ISD,WILSON MONTESSORI,C
11536996,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
11549404,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
11549404,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
11561817,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
11561817,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11579455,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
11579455,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
11601814,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
11601814,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11615226,101912156,HOUSTON ISD,FROST ELEMENTARY,B
11615226,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
11626047,101912263,HOUSTON ISD,LAW ELEMENTARY,C
11626047,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
11651735,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
11651735,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
11662244,101912168,HOUSTON ISD,HARTSFIELD ELEMENTARY,D
11662244,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
11720564,101914106,KATY ISD,BEAR CREEK ELEMENTARY,C
11720564,101914005,KATY ISD,MAYDE CREEK HIGH SCHOOL,B
11725906,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
11725906,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
11744201,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
11744201,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
11751265,101912187,HOUSTON ISD,KELSO ELEMENTARY,C
11751265,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
11768087,101912156,HOUSTON ISD,FROST ELEMENTARY,B
11768087,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
11807636,101912394,HOUSTON ISD,NEFF ELEMENTARY,C
11807636,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
11822516,101912475,HOUSTON ISD,ELMORE ELEMENTARY,C
11822516,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
11835422,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
11835422,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
11861207,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
11861207,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
11875539,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
11875539,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
11928066,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
11928066,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
11954775,101912158,HOUSTON ISD,GARDEN VILLAS ELEMENTARY,B
11954775,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
11958900,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
11958900,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12019404,101912151,HOUSTON ISD,BELL ELEMENTARY,B
12019404,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
12020420,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
12020420,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
12068812,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
12068812,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
12069066,101912389,HOUSTON ISD,KETELSEN ELEMENTARY,A
12069066,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
12124409,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
12124409,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12126105,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
12126105,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
12173839,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
12173839,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
12195322,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
12195322,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
12203938,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
12203938,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
12231763,101912127,HOUSTON ISD,WOODSON SCHOOL,B
12231763,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
12258124,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
12258124,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
12265589,101912287,HOUSTON ISD,CAGE ELEMENTARY,B
12265589,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
12293435,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
12293435,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
12350896,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
12350896,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
12444445,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
12444445,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
12476283,101912159,HOUSTON ISD,GOLFCREST ELEMENTARY,C
12476283,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
12502411,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
12502411,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
12503971,101912117,HOUSTON ISD,BRISCOE ELEMENTARY,C
12503971,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
12509126,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
12509126,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
12534544,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
12534544,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
12559820,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
12559820,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
12561983,101912286,HOUSTON ISD,HERRERA ELEMENTARY,A
12561983,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
12604025,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
12604025,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
12730896,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
12730896,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
12737629,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
12737629,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
12779450,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
12779450,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12808680,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
12808680,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
12821287,101912244,HOUSTON ISD,SOUTHMAYD ELEMENTARY,B
12821287,101912011,HOUSTON ISD,MILBY HIGH SCHOOL,C
12836939,101912197,HOUSTON ISD,LOOSCAN ELEMENTARY,B
12836939,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
12838077,101912248,HOUSTON ISD,SUTTON ELEMENTARY,B
12838077,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
12870525,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
12870525,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
12884635,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
12884635,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
12892280,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
12892280,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12917305,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
12917305,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
12917338,101912221,HOUSTON ISD,POE ELEMENTARY,B
12917338,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12933915,101912221,HOUSTON ISD,POE ELEMENTARY,B
12933915,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
12941045,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
12941045,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
12953374,101912267,HOUSTON ISD,WHITE ELEMENTARY,B
12953374,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
12958635,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
12958635,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
12978269,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
12978269,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
12994846,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
12994846,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
13056643,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
13056643,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
